date,NO,year,month,day,week,startDate,endDate,weekOrder
2019-10-12,3.9166,2019,10,12,145,-,-,1
2019-10-13,4.0,2019,10,13,145,-,-,1
2019-10-14,10.208,2019,10,14,146,2019 10 14,2019 10 20,2
2019-10-15,33.458,2019,10,15,146,-,-,2
2019-10-16,26.0,2019,10,16,146,-,-,2
2019-10-17,12.291,2019,10,17,146,-,-,2
2019-10-18,26.625,2019,10,18,146,-,-,2
2019-10-19,3.9166,2019,10,19,146,-,-,2
2019-10-20,5.0416,2019,10,20,146,-,-,2
2019-10-21,17.625,2019,10,21,147,2019 10 21,2019 10 27,3
2019-10-22,18.652,2019,10,22,147,-,-,3
2019-10-23,14.375,2019,10,23,147,-,-,3
2019-10-24,44.791,2019,10,24,147,-,-,3
2019-10-25,39.958,2019,10,25,147,-,-,3
2019-10-26,68.541,2019,10,26,147,-,-,3
2019-10-27,25.875,2019,10,27,147,-,-,3
2019-10-28,59.625,2019,10,28,148,2019 10 28,2019 11 3,4
2019-10-29,41.333,2019,10,29,148,-,-,4
2019-10-30,45.291,2019,10,30,148,-,-,4
2019-10-31,29.791,2019,10,31,148,-,-,4
2019-11-01,22.458,2019,11,1,148,-,-,4
2019-11-02,6.3333,2019,11,2,148,-,-,4
2019-11-03,3.5416,2019,11,3,148,-,-,4
2019-11-04,10.583,2019,11,4,149,2019 11 4,2019 11 10,1
2019-11-05,13.208,2019,11,5,149,-,-,1
2019-11-06,20.541,2019,11,6,149,-,-,1
2019-11-07,11.09,2019,11,7,149,-,-,1
2019-11-08,16.375,2019,11,8,149,-,-,1
2019-11-09,7.9166,2019,11,9,149,-,-,1
2019-11-10,7.0,2019,11,10,149,-,-,1
2019-11-11,13.833,2019,11,11,150,2019 11 11,2019 11 17,2
2019-11-12,21.875,2019,11,12,150,-,-,2
2019-11-13,13.125,2019,11,13,150,-,-,2
2019-11-14,16.166,2019,11,14,150,-,-,2
2019-11-15,18.458,2019,11,15,150,-,-,2
2019-11-16,11.083,2019,11,16,150,-,-,2
2019-11-17,6.875,2019,11,17,150,-,-,2
2019-11-18,31.375,2019,11,18,151,2019 11 18,2019 11 24,3
2019-11-19,55.0,2019,11,19,151,-,-,3
2019-11-20,68.813,2019,11,20,151,-,-,3
2019-11-21,82.625,2019,11,21,151,-,-,3
2019-11-22,16.958,2019,11,22,151,-,-,3
2019-11-23,12.458,2019,11,23,151,-,-,3
2019-11-24,33.083,2019,11,24,151,-,-,3
2019-11-25,96.666,2019,11,25,152,2019 11 25,2019 12 1,4
2019-11-26,32.25,2019,11,26,152,-,-,4
2019-11-27,40.916,2019,11,27,152,-,-,4
2019-11-28,35.869,2019,11,28,152,-,-,4
2019-11-29,54.916,2019,11,29,152,-,-,4
2019-11-30,34.291,2019,11,30,152,-,-,4
2019-12-01,14.583,2019,12,1,152,-,-,4
2019-12-02,21.041,2019,12,2,153,2019 12 2,2019 12 8,1
2019-12-03,56.708,2019,12,3,153,-,-,1
2019-12-04,88.125,2019,12,4,153,-,-,1
2019-12-05,107.6,2019,12,5,153,-,-,1
2019-12-06,72.875,2019,12,6,153,-,-,1
2019-12-07,66.666,2019,12,7,153,-,-,1
2019-12-08,17.583,2019,12,8,153,-,-,1
2019-12-09,39.541,2019,12,9,154,2019 12 9,2019 12 15,2
2019-12-10,142.54,2019,12,10,154,-,-,2
2019-12-11,22.0,2019,12,11,154,-,-,2
2019-12-12,15.0,2019,12,12,154,-,-,2
2019-12-13,9.875,2019,12,13,154,-,-,2
2019-12-14,86.583,2019,12,14,154,-,-,2
2019-12-15,5.9166,2019,12,15,154,-,-,2
2019-12-16,13.0,2019,12,16,155,2019 12 16,2019 12 22,3
2019-12-17,44.956,2019,12,17,155,-,-,3
2019-12-18,16.791,2019,12,18,155,-,-,3
2019-12-19,40.458,2019,12,19,155,-,-,3
2019-12-20,65.791,2019,12,20,155,-,-,3
2019-12-21,32.166,2019,12,21,155,-,-,3
2019-12-22,5.5416,2019,12,22,155,-,-,3
2019-12-23,109.62,2019,12,23,156,2019 12 23,2019 12 29,4
2019-12-24,119.62,2019,12,24,156,-,-,4
2019-12-25,131.29,2019,12,25,156,-,-,4
2019-12-26,90.375,2019,12,26,156,-,-,4
2019-12-27,103.08,2019,12,27,156,-,-,4
2019-12-28,177.5,2019,12,28,156,-,-,4
2019-12-29,169.95,2019,12,29,156,-,-,4
2019-12-30,291.5,2019,12,30,157,2019 12 30,2020 1 5,1
2019-12-31,78.0,2019,12,31,157,-,-,1
2020-01-01,53.0,2020,1,1,157,-,-,1
2020-01-02,102.0,2020,1,2,157,-,-,1
2020-01-03,140.0,2020,1,3,157,-,-,1
2020-01-04,34.0,2020,1,4,157,-,-,1
2020-01-05,69.0,2020,1,5,157,-,-,1
2020-01-06,94.0,2020,1,6,158,2020 1 6,2020 1 12,2
2020-01-07,155.0,2020,1,7,158,-,-,2
2020-01-08,144.0,2020,1,8,158,-,-,2
2020-01-09,56.0,2020,1,9,158,-,-,2
2020-01-10,55.0,2020,1,10,158,-,-,2
2020-01-11,86.0,2020,1,11,158,-,-,2
2020-01-12,69.0,2020,1,12,158,-,-,2
2020-01-13,167.0,2020,1,13,159,2020 1 13,2020 1 19,3
